order_item_id,order_id,order_date,customer_id,customer_name,email,region,signup_date,channel,order_status,product_id,product_name,category,unit_price,quantity,line_total,had_discount
9376,5211,2026-07-08,1111,Tanya Riley,tanya.riley14@outlook.com,Lagos,2026-06-30,Online,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,1,5200.0,False
9407,5228,2026-02-06,1116,Christopher Lopez,christopher.lopez55@yahoo.com,Lagos,2025-11-10,In-store,Completed,115,Office Chair,Home,45000.0,2,90000.0,False
9428,5239,2026-01-15,1119,Pamela Sanchez,pamela.sanchez91@yahoo.com,Abuja,2025-07-18,In-store,Completed,110,Vegetable Oil 5L,Essentials,11800.0,5,55188.0,True
9384,5215,2026-03-02,1112,Amy Adkins,amy.adkins35@yahoo.com,Port Harcourt,2024-06-08,Online,Completed,109,Basmati Rice 10Kg,Essentials,14500.0,2,29000.0,False
9033,5018,2026-09-01,1010,Lisa Smith,lisa.smith55@yahoo.com,Lagos,2025-12-15,Online,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,1,5200.0,False
9288,5161,2026-06-09,1074,Amber Blair,amber.blair94@gmail.com,Abuja,2026-06-03,Online,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,2,840000.0,False
9438,5244,2026-08-09,1119,Pamela Sanchez,pamela.sanchez91@yahoo.com,Abuja,2025-07-18,Online,Completed,107,Memory Foam Pillow,Home,9500.0,5,47500.0,False
9221,5122,2026-08-09,1063,Aaron Nguyen,aaron.nguyen9@yahoo.com,Lagos,2024-08-18,Online,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,1,420000.0,False
9126,5068,2026-05-21,1036,Jason Hahn,jason.hahn52@yahoo.com,Abuja,2025-08-20,In-store,Completed,105,Sonic Standing Fan,Home,24500.0,2,49000.0,False
9242,5134,2026-05-04,1069,Chad Hodges,chad.hodges70@gmail.com,Abuja,2024-08-07,Online,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,3,46500.0,False
9045,5023,2026-08-28,1011,Linda Wolfe,linda.wolfe28@yahoo.com,Abuja,2024-06-08,Online,Returned,108,Led Desk Lamp,Home,7200.0,2,14400.0,False
9282,5158,2026-06-25,1074,Amber Blair,amber.blair94@gmail.com,Abuja,2026-06-03,In-store,Completed,106,Non-Stick Cookware Set,Home,32000.0,2,64000.0,False
9049,5025,2026-05-06,1012,Matthew Moore,matthew.moore49@gmail.com,Lagos,2024-04-04,Online,Completed,107,Memory Foam Pillow,Home,9500.0,2,19000.0,False
9127,5068,2026-05-21,1036,Jason Hahn,jason.hahn52@yahoo.com,Abuja,2025-08-20,In-store,Completed,108,Led Desk Lamp,Home,7200.0,1,7200.0,False
9247,5137,2026-07-26,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,Online,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,2,31000.0,False
9215,5119,2026-05-25,1062,Kimberly Moreno,kimberly.moreno58@gmail.com,Abuja,2025-06-13,Online,Returned,111,Detergent Powder 4Kg,Essentials,5200.0,3,15600.0,False
9301,5169,2026-03-12,1081,Chad Welch,chad.welch70@gmail.com,Lagos,2025-10-29,Online,Completed,112,Assorted Toiletries Pack,Essentials,6300.0,1,6300.0,False
9051,5026,2026-05-02,1012,Matthew Moore,matthew.moore49@gmail.com,Lagos,2024-04-04,Online,Completed,106,Non-Stick Cookware Set,Home,32000.0,2,64000.0,False
9119,5063,2026-01-18,1035,Leslie Adams,leslie.adams96@outlook.com,Port Harcourt,2024-09-26,In-store,Completed,115,Office Chair,Home,45000.0,2,90000.0,False
9122,5066,2026-04-03,1036,Jason Hahn,jason.hahn52@yahoo.com,Abuja,2025-08-20,Online,Completed,110,Vegetable Oil 5L,Essentials,11800.0,2,23600.0,False
9457,5256,2026-04-14,1127,Charles Ellis,charles.ellis20@gmail.com,Port Harcourt,2026-02-06,Online,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,2,370000.0,False
9085,5044,2026-06-19,1026,Mitchell Clark,mitchell.clark60@yahoo.com,Lagos,2024-06-16,In-store,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,1,185000.0,False
9329,5185,2026-04-19,1090,Rodney Owens,rodney.owens41@gmail.com,Lagos,2026-02-04,In-store,Completed,113,Air Fryer 5L,Electronics,62000.0,1,62000.0,False
9246,5136,2026-10-07,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,Online,Completed,108,Led Desk Lamp,Home,7200.0,3,21600.0,False
9328,5184,2026-06-23,1090,Rodney Owens,rodney.owens41@gmail.com,Lagos,2026-02-04,Online,Completed,112,Assorted Toiletries Pack,Essentials,6300.0,1,6300.0,False
9114,5062,2026-09-09,1035,Leslie Adams,leslie.adams96@outlook.com,Port Harcourt,2024-09-26,In-store,Completed,106,Non-Stick Cookware Set,Home,32000.0,1,32000.0,False
9371,5208,2026-08-03,1105,Nicholas Galloway,nicholas.galloway45@gmail.com,Abuja,2024-05-15,Online,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,4,663674.0,True
9337,5191,2026-03-21,1095,James West,james.west73@gmail.com,Abuja,2024-05-02,Online,Completed,106,Non-Stick Cookware Set,Home,32000.0,1,32000.0,False
9212,5116,2026-08-13,1057,Vincent White,vincent.white71@gmail.com,Port Harcourt,2025-05-01,In-store,Completed,103,Anker Power Bank 20000Mah,Electronics,18500.0,1,18500.0,False
9007,5004,2026-01-28,1002,Joshua Walker,joshua.walker29@gmail.com,Abuja,2024-09-07,Online,Completed,109,Basmati Rice 10Kg,Essentials,14500.0,3,43500.0,False
9207,5113,2026-01-23,1056,Nancy Baker,nancy.baker17@gmail.com,Port Harcourt,,In-store,Cancelled,102,Hp Pavilion Laptop,Electronics,420000.0,5,2100000.0,False
9004,5003,2026-09-05,1002,Joshua Walker,joshua.walker29@gmail.com,Abuja,2024-09-07,In-store,Completed,114,Microwave Oven 25L,Electronics,78500.0,1,78500.0,False
9234,5128,2026-06-01,1067,Natalie Arroyo,natalie.arroyo43@gmail.com,Lagos,2024-02-02,Online,Completed,110,Vegetable Oil 5L,Essentials,11800.0,2,23600.0,False
9192,5106,2026-03-11,1054,Daniel Graham,daniel.graham73@gmail.com,Lagos,2024-09-03,Online,Completed,108,Led Desk Lamp,Home,7200.0,1,7200.0,False
9385,5216,2026-01-05,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Completed,115,Office Chair,Home,45000.0,1,45000.0,False
9173,5097,2026-05-13,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,In-store,Completed,108,Led Desk Lamp,Home,7200.0,1,7200.0,False
9427,5238,2026-08-22,1118,Joe Wilson,joe.wilson21@outlook.com,Port Harcourt,2024-09-25,Unknown,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,1,185000.0,False
9236,5129,2026-07-05,1068,Christopher Tucker,christopher.tucker36@outlook.com,Port Harcourt,2024-08-31,In-store,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,2,10400.0,False
9424,5236,2026-06-15,1118,Joe Wilson,joe.wilson21@outlook.com,Port Harcourt,2024-09-25,Online,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,1,185000.0,False
9157,5089,2026-06-15,1051,Alexander Le,alexander.le68@gmail.com,Port Harcourt,2026-03-08,Online,Completed,113,Air Fryer 5L,Electronics,62000.0,2,116335.0,True
9050,5026,2026-05-02,1012,Matthew Moore,matthew.moore49@gmail.com,Lagos,2024-04-04,Online,Completed,109,Basmati Rice 10Kg,Essentials,14500.0,1,14500.0,False
9327,5183,2026-05-28,1089,Collin Jordan,collin.jordan95@outlook.com,Lagos,2025-08-16,In-store,Completed,113,Air Fryer 5L,Electronics,62000.0,1,62000.0,False
9280,5156,2026-01-15,1071,Thomas Pierce,thomas.pierce61@yahoo.com,Abuja,2024-09-05,Online,Cancelled,115,Office Chair,Home,45000.0,2,90000.0,False
9178,5099,2026-07-22,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,Online,Completed,103,Anker Power Bank 20000Mah,Electronics,18500.0,1,18500.0,False
9320,5178,2026-10-08,1088,Lindsey Lee,lindsey.lee38@gmail.com,Lagos,2024-07-13,Online,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,2,840000.0,False
9052,5026,2026-05-02,1012,Matthew Moore,matthew.moore49@gmail.com,Lagos,2024-04-04,Online,Completed,114,Microwave Oven 25L,Electronics,78500.0,5,392500.0,False
9101,5054,2026-06-10,1034,Jeremy Johnson,jeremy.johnson96@outlook.com,Lagos,2024-09-09,In-store,Completed,110,Vegetable Oil 5L,Essentials,11800.0,1,11800.0,False
9354,5200,2026-04-04,1100,Yvette Huff,yvette.huff51@gmail.com,Lagos,2024-09-28,Online,Completed,108,Led Desk Lamp,Home,7200.0,5,36000.0,False
9449,5252,2026-01-24,1123,James Moran,james.moran6@yahoo.com,Abuja,2024-05-10,Online,Cancelled,112,Assorted Toiletries Pack,Essentials,6300.0,4,25200.0,False
9116,5062,2026-09-09,1035,Leslie Adams,leslie.adams96@outlook.com,Port Harcourt,2024-09-26,In-store,Completed,107,Memory Foam Pillow,Home,9500.0,2,19000.0,False
9209,5115,2026-01-17,1056,Nancy Baker,nancy.baker17@gmail.com,Port Harcourt,,Online,Cancelled,109,Basmati Rice 10Kg,Essentials,14500.0,3,42474.0,True
9073,5038,2026-03-24,1021,Janet Williams,janet.williams59@outlook.com,Abuja,2024-10-11,Online,Completed,114,Microwave Oven 25L,Electronics,78500.0,3,216047.0,True
9323,5181,2026-06-07,1089,Collin Jordan,collin.jordan95@outlook.com,Lagos,2025-08-16,Online,Completed,107,Memory Foam Pillow,Home,9500.0,1,9500.0,False
9393,5220,2026-09-01,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Completed,103,Anker Power Bank 20000Mah,Electronics,18500.0,4,70664.0,True
9172,5097,2026-05-13,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,In-store,Completed,105,Sonic Standing Fan,Home,24500.0,1,24500.0,False
9378,5212,2026-07-27,1111,Tanya Riley,tanya.riley14@outlook.com,Lagos,2026-06-30,Online,Completed,110,Vegetable Oil 5L,Essentials,11800.0,1,11800.0,False
9324,5182,2026-03-26,1089,Collin Jordan,collin.jordan95@outlook.com,Lagos,2025-08-16,Online,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,1,5200.0,False
9003,5003,2026-09-05,1002,Joshua Walker,joshua.walker29@gmail.com,Abuja,2024-09-07,In-store,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,2,10152.0,True
9248,5137,2026-07-26,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,Online,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,1,185000.0,False
9330,5185,2026-04-19,1090,Rodney Owens,rodney.owens41@gmail.com,Lagos,2026-02-04,In-store,Completed,107,Memory Foam Pillow,Home,9500.0,2,19000.0,False
9398,5223,2026-08-24,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Returned,109,Basmati Rice 10Kg,Essentials,14500.0,2,29000.0,False
9365,5205,2026-08-28,1104,Richard Brown,richard.brown28@outlook.com,Lagos,2025-07-04,In-store,Completed,110,Vegetable Oil 5L,Essentials,11800.0,3,34564.0,True
9363,5203,2026-09-04,1102,Melinda Martin,melinda.martin10@gmail.com,Abuja,2026-02-08,Online,Cancelled,105,Sonic Standing Fan,Home,24500.0,3,73500.0,False
9081,5041,2026-08-14,1025,Cynthia Diaz,cynthia.diaz69@outlook.com,Port Harcourt,2024-06-24,Online,Completed,107,Memory Foam Pillow,Home,9500.0,1,9500.0,False
9168,5096,2026-08-20,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,In-store,Completed,108,Led Desk Lamp,Home,7200.0,3,21600.0,False
9374,5210,2026-01-31,1109,Angela Higgins,angela.higgins71@yahoo.com,Lagos,2025-11-14,In-store,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,1,420000.0,False
9011,5007,2026-04-08,1003,Jill Rhodes,jill.rhodes87@outlook.com,Port Harcourt,2024-04-14,In-store,Returned,107,Memory Foam Pillow,Home,9500.0,3,28500.0,False
9210,5115,2026-01-17,1056,Nancy Baker,nancy.baker17@gmail.com,Port Harcourt,,Online,Cancelled,107,Memory Foam Pillow,Home,9500.0,2,19000.0,False
9372,5209,2026-02-12,1106,Joseph Bowers,joseph.bowers37@gmail.com,Lagos,2025-01-13,Online,Completed,113,Air Fryer 5L,Electronics,62000.0,1,54420.0,True
9064,5032,2026-07-16,1013,Susan Rogers,susan.rogers45@outlook.com,Abuja,2026-05-17,Online,Completed,112,Assorted Toiletries Pack,Essentials,6300.0,1,6300.0,False
9065,5032,2026-07-16,1013,Susan Rogers,susan.rogers45@outlook.com,Abuja,2026-05-17,Online,Completed,114,Microwave Oven 25L,Electronics,78500.0,3,235500.0,False
9062,5030,2026-05-23,1012,Matthew Moore,matthew.moore49@gmail.com,Lagos,2024-04-04,In-store,Completed,109,Basmati Rice 10Kg,Essentials,14500.0,1,13763.0,True
9302,5169,2026-12-03,1081,Chad Welch,chad.welch70@gmail.com,Lagos,2025-10-29,Online,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,4,20800.0,False
9455,5255,2026-07-25,1127,Charles Ellis,charles.ellis20@gmail.com,Port Harcourt,2026-06-02,Online,Completed,106,Non-Stick Cookware Set,Home,32000.0,4,128000.0,False
9054,5027,,1012,Matthew Moore,matthew.moore49@gmail.com,Lagos,2024-04-04,Online,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,1,15500.0,False
9180,5101,2026-01-17,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,Online,Returned,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,2,335146.0,True
9137,5076,2026-08-15,1046,Daniel Burton,daniel.burton93@outlook.com,Abuja,2024-01-04,Online,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,1,5200.0,False
9082,5041,2026-08-14,1025,Cynthia Diaz,cynthia.diaz69@outlook.com,Port Harcourt,2024-06-24,Online,Completed,106,Non-Stick Cookware Set,Home,32000.0,5,147202.0,True
9100,5053,2026-05-25,1034,Jeremy Johnson,jeremy.johnson96@outlook.com,Lagos,2024-09-09,In-store,Completed,108,Led Desk Lamp,Home,7200.0,3,18633.0,True
9142,5079,2026-05-24,1049,Wendy Rice,wendy.rice78@gmail.com,Port Harcourt,2025-03-06,In-store,Completed,114,Microwave Oven 25L,Electronics,78500.0,2,157000.0,False
9009,5006,2026-02-01,1002,Joshua Walker,joshua.walker29@gmail.com,Abuja,2024-07-09,In-store,Completed,107,Memory Foam Pillow,Home,9500.0,1,9500.0,False
9112,5060,2026-05-19,1035,Leslie Adams,leslie.adams96@outlook.com,Port Harcourt,2024-09-26,Online,Completed,107,Memory Foam Pillow,Home,9500.0,2,19000.0,False
9260,5143,2026-07-23,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,Online,Completed,105,Sonic Standing Fan,Home,24500.0,5,122500.0,False
9397,5222,2026-01-30,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Completed,114,Microwave Oven 25L,Electronics,78500.0,1,78500.0,False
9304,5171,2026-08-07,1082,Jeremy Whitehead,jeremy.whitehead31@gmail.com,Lagos,2026-02-10,Online,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,3,15600.0,False
9432,5241,2026-02-03,1119,Pamela Sanchez,pamela.sanchez91@yahoo.com,Abuja,2025-07-18,Online,Completed,110,Vegetable Oil 5L,Essentials,11800.0,2,23600.0,False
9392,5220,2026-09-01,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Completed,105,Sonic Standing Fan,Home,24500.0,1,24500.0,False
9097,5053,2026-05-25,1034,Jeremy Johnson,jeremy.johnson96@outlook.com,Lagos,2024-09-09,In-store,Completed,115,Office Chair,Home,45000.0,3,135000.0,False
9086,5045,2026-04-23,1027,Joseph Zuniga,joseph.zuniga89@outlook.com,Abuja,2025-10-17,Online,Returned,103,Anker Power Bank 20000Mah,Electronics,18500.0,1,18500.0,False
9029,5015,2026-05-05,1008,Debra Gardner,debra.gardner54@gmail.com,Port Harcourt,2025-07-12,Online,Completed,107,Memory Foam Pillow,Home,9500.0,1,8843.0,True
9426,5237,,1118,Joe Wilson,joe.wilson21@outlook.com,Port Harcourt,2024-09-25,Unknown,Completed,112,Assorted Toiletries Pack,Essentials,6300.0,1,6300.0,False
9289,5162,2026-09-02,1075,James Collins,james.collins83@gmail.com,Port Harcourt,2025-10-31,In-store,Completed,112,Assorted Toiletries Pack,Essentials,6300.0,1,6300.0,False
9377,5211,2026-08-07,1111,Tanya Riley,tanya.riley14@outlook.com,Lagos,2026-06-30,Online,Completed,114,Microwave Oven 25L,Electronics,78500.0,1,78500.0,False
9087,5046,2026-09-06,1028,Deborah Lynch,deborah.lynch42@gmail.com,Lagos,2025-12-02,Online,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,3,1260000.0,False
9387,5218,2026-03-13,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Completed,113,Air Fryer 5L,Electronics,62000.0,1,62000.0,False
9400,5223,2026-08-24,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Returned,112,Assorted Toiletries Pack,Essentials,6300.0,1,6300.0,False
9038,5020,2026-06-23,1010,Lisa Smith,lisa.smith55@yahoo.com,Lagos,2025-12-15,In-store,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,3,46500.0,False
9270,5149,2026-06-29,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,Online,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,1,185000.0,False
9031,5016,2026-06-14,1009,Jeffrey Lawrence,jeffrey.lawrence36@gmail.com,Abuja,2025-08-26,Online,Returned,105,Sonic Standing Fan,Home,24500.0,1,24500.0,False
9203,5112,2026-10-04,1056,Nancy Baker,nancy.baker17@gmail.com,Port Harcourt,,In-store,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,1,15500.0,False
9290,5163,2026-03-04,1075,James Collins,james.collins83@gmail.com,Port Harcourt,2025-10-31,In-store,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,2,31000.0,False
9138,5076,2026-08-15,1046,Daniel Burton,daniel.burton93@outlook.com,Abuja,2024-01-04,Online,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,1,420000.0,False
9259,5142,2026-08-12,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,In-store,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,1,5200.0,False
9174,5097,2026-05-13,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,In-store,Completed,109,Basmati Rice 10Kg,Essentials,14500.0,1,14500.0,False
9366,5205,2026-08-28,1104,Richard Brown,richard.brown28@outlook.com,Lagos,2025-07-04,In-store,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,2,370000.0,False
9342,5193,2026-06-13,1097,John Leblanc,john.leblanc85@outlook.com,Lagos,2025-03-05,In-store,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,1,15500.0,False
9343,5194,2026-05-28,1097,John Leblanc,john.leblanc85@outlook.com,Lagos,2025-03-05,Online,Returned,106,Non-Stick Cookware Set,Home,32000.0,1,32000.0,False
9175,5098,2026-03-02,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,Online,Completed,106,Non-Stick Cookware Set,Home,32000.0,4,128000.0,False
9379,5212,2026-07-27,1111,Tanya Riley,tanya.riley14@outlook.com,Lagos,2026-06-30,Online,Completed,112,Assorted Toiletries Pack,Essentials,6300.0,1,6300.0,False
9155,5087,2026-07-14,1051,Alexander Le,alexander.le68@gmail.com,Port Harcourt,2026-03-08,Online,Completed,115,Office Chair,Home,45000.0,3,126090.0,True
9333,5187,2026-06-13,1092,Tracey Garcia,tracey.garcia8@outlook.com,Port Harcourt,2024-06-10,In-store,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,1,5085.0,True
9016,5009,2026-12-01,1005,Robert Johnson,robert.johnson12@gmail.com,Lagos,2024-01-31,Online,Completed,108,Led Desk Lamp,Home,7200.0,1,6764.0,True
9405,5226,2026-04-03,1114,Wesley Farrell,wesley.farrell82@yahoo.com,Lagos,2025-12-04,Online,Returned,109,Basmati Rice 10Kg,Essentials,14500.0,1,14500.0,False
9373,5209,2026-02-12,1106,Joseph Bowers,joseph.bowers37@gmail.com,Lagos,2025-01-13,Online,Completed,104,Bluetooth Wireless Earbuds,Electronics,15500.0,1,15500.0,False
9037,5019,2026-03-07,1010,Lisa Smith,lisa.smith55@yahoo.com,Lagos,2025-12-15,In-store,Completed,115,Office Chair,Home,45000.0,1,45000.0,False
9176,5099,2026-07-22,1053,Joseph Davidson,joseph.davidson40@gmail.com,Lagos,2025-01-06,Online,Completed,108,Led Desk Lamp,Home,7200.0,3,21600.0,False
9196,5109,2026-08-09,1055,Shawn Mckay,shawn.mckay63@gmail.com,Lagos,2026-01-19,In-store,Completed,106,Non-Stick Cookware Set,Home,32000.0,3,96000.0,False
9402,5224,2026-08-19,1113,Brian Silva,brian.silva92@yahoo.com,Port Harcourt,2024-08-03,Online,Completed,107,Memory Foam Pillow,Home,9500.0,3,28500.0,False
9264,5145,2026-08-25,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,In-store,Returned,111,Detergent Powder 4Kg,Essentials,5200.0,2,10400.0,False
9108,5058,2026-06-22,1034,Jeremy Johnson,jeremy.johnson96@outlook.com,Lagos,2024-09-09,Online,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,4,1680000.0,False
9331,5185,2026-04-19,1090,Rodney Owens,rodney.owens41@gmail.com,Lagos,2026-02-04,In-store,Completed,111,Detergent Powder 4Kg,Essentials,5200.0,1,5200.0,False
9429,5240,2026-03-10,1119,Pamela Sanchez,pamela.sanchez91@yahoo.com,Abuja,2025-07-18,Online,Completed,113,Air Fryer 5L,Electronics,62000.0,2,124000.0,False
9277,5154,2026-07-15,1071,Thomas Pierce,thomas.pierce61@yahoo.com,Abuja,2024-09-05,Online,Completed,113,Air Fryer 5L,Electronics,62000.0,4,248000.0,False
9274,5152,2026-08-30,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,Online,Returned,109,Basmati Rice 10Kg,Essentials,14500.0,1,14500.0,False
9453,5254,2026-03-17,1126,Leslie Walton,leslie.walton72@yahoo.com,Lagos,2024-12-28,In-store,Completed,102,Hp Pavilion Laptop,Electronics,420000.0,1,420000.0,False
9093,5050,2026-05-30,1031,Veronica Bowman,veronica.bowman92@yahoo.com,Port Harcourt,2026-06-16,Online,Completed,105,Sonic Standing Fan,Home,24500.0,2,49000.0,False
9231,5127,2026-02-05,1066,Kyle Brown,kyle.brown8@gmail.com,Port Harcourt,2025-10-08,In-store,Completed,103,Anker Power Bank 20000Mah,Electronics,18500.0,4,74000.0,False
9272,5150,2026-09-04,1070,Katie Anderson,katie.anderson74@outlook.com,Port Harcourt,2026-06-22,Online,Completed,101,Samsung 43-Inch Smart Tv,Electronics,185000.0,1,185000.0,False
9381,5213,2026-07-03,1111,Tanya Riley,tanya.riley14@outlook.com,Lagos,2026-06-30,In-store,Completed,109,Basmati Rice 10Kg,Essentials,14500.0,2,29000.0,False
